Ticker,final_prediction,prediction_confidence
ABAT,Buy,0.60258216
HYMC,Buy,0.9655984
UCL,Buy,0.9999958
HHS,Buy,1.0
FUSB,Buy,1.0
CRT,Buy,1.0
NSPR,Buy,0.9978956
SURG,Sell,0.9976724
LRFC,Buy,1.0
CCEL,Buy,1.0
NRT,Buy,0.9995726
SWVL,Sell,0.9999995
LOAN,Buy,1.0
BGFV,Buy,0.9996797
PXLW,Buy,0.7140501
KULR,Buy,0.9999778
RMTI,Sell,0.7620211
ALRN,Sell,0.99910396
ENZ,Buy,0.99944705
RAIL,Sell,0.50861585
BEDU,Buy,0.99999964
LIFW,Buy,0.9975521
VOXX,Buy,0.9999994
STIM,Sell,0.9828776
IMMX,Sell,0.8259259
BRFH,Buy,0.9999647
IPWR,Sell,0.995368
TSBX,Buy,0.64206934
FGB,Sell,0.9984634
MURA,Buy,0.99991775
SELF,Buy,1.0
DRCT,Sell,1.0
ANEB,Buy,0.98978055
RGS,Sell,0.99976474
GROV,Sell,0.7439621
PRTS,Buy,0.99999964
JMM,Buy,1.0
GEG,Buy,0.99999845
LIVE,Buy,1.0
BRNS,Buy,0.6334608
IPW,Buy,0.99964297
SHOT,Sell,0.99995995
CDTX,Buy,0.9999994
RLYB,Buy,0.8771868
LNSR,Sell,0.99994516
OPXS,Buy,1.0
ZDGE,Buy,0.96764797
ONDS,Sell,0.996872
ALUR,Sell,0.97690624
BEST,Buy,0.99999857
LVTX,Sell,0.984971
USAU,Buy,0.9998683
PXS,Buy,0.9999976
VNRX,Buy,0.97985095
RDI,Buy,0.99997616
CMBM,Buy,0.9999802
CTSO,Buy,0.9324108
AIXI,Buy,0.674205
KINS,Sell,0.53714496
BODI,Sell,0.9983882
VTVT,Sell,0.99918276
UG,Sell,0.5798678
PASG,Sell,0.968246
PDYN,Sell,0.98908687
AVTE,Buy,0.9989924
BOTJ,Buy,1.0
CETY,Buy,0.9999424
ATRA,Sell,0.9998104
PET,Buy,0.9994344
SOHO,Buy,0.6659647
AREC,Buy,0.9984653
CRWS,Buy,1.0
LPTH,Sell,0.992246
OCUP,Buy,0.9356217
TOPS,Buy,1.0
BDL,Buy,1.0
FMY,Buy,1.0
SGRP,Buy,0.99999845
NOTV,Sell,0.999764
CMCT,Buy,0.9999404
SDIG,Sell,0.9999355
RPHM,Sell,0.93573385
NTZ,Buy,1.0
DFLI,Buy,0.9989197
XOS,Buy,0.99999976
CREX,Sell,0.9985814
SYT,Sell,0.99720746
BGI,Buy,0.9962178
HSON,Buy,1.0
LTRN,Buy,0.999961
HUIZ,Sell,0.99998796
ZAPP,Sell,0.9900012
ZVIA,Sell,0.91977197
MODD,Buy,0.9989961
INUV,Buy,0.81735367
PRT,Buy,0.99999857
ARKR,Buy,1.0
MKTW,Buy,0.99786
ELTX,Sell,0.9997937
PVL,Buy,0.9868548
BNGO,Buy,0.99988294
FKWL,Buy,0.9992268
FTCI,Buy,0.6108881
BKTI,Buy,1.0
GNS,Buy,0.99951315
NEON,Sell,0.99942315
ICMB,Buy,0.9338955
ABIO,Sell,0.99982566
OSS,Buy,0.5859929
TARA,Sell,0.6764329
RBOT,Sell,0.99999905
KZR,Buy,0.99531305
AHT,Buy,0.878182
BPT,Buy,1.0
INTG,Buy,1.0
FLNT,Sell,0.99994004
CARM,Sell,0.9804315
DRRX,Buy,0.99709225
APYX,Sell,0.99979156
REE,Sell,0.8285875
DXR,Buy,1.0
MRKR,Sell,0.9802593
LUCD,Sell,0.55699205
GORV,Buy,0.99999666
DZSI,Buy,0.9999232
NRBO,Sell,0.99997175
BYFC,Buy,0.9999999
AKTX,Buy,0.94886285
CALC,Sell,0.99998
LTBR,Sell,0.9933344
COCH,Sell,0.99993813
NEUE,Buy,0.9999739
AZ,Sell,0.99492884
ASRV,Buy,0.89627403
CLIR,Buy,0.9999999
MTNB,Buy,0.9357533
PPSI,Buy,0.9999757
TPST,Buy,0.55791783
MGLD,Buy,0.99981123
NXTC,Buy,0.99999785
NCSM,Buy,1.0
LEXX,Buy,0.9999732
BTAI,Sell,0.97334504
SYPR,Buy,1.0
OPHC,Buy,0.9999999
USIO,Sell,0.99589086
GORO,Buy,0.99999976
AWRE,Sell,0.9999975
FENG,Sell,0.99585813
RFIL,Buy,1.0
RAND,Buy,1.0
OWLT,Sell,0.9984028
GRYP,Sell,0.9989324
IXHL,Sell,0.89501816
RGC,Buy,0.9998379
OCX,Sell,0.99758625
DGHI,Buy,0.7700441
DYAI,Sell,0.99961334
TOON,Buy,0.99989593
KTCC,Buy,0.999859
CPTN,Sell,0.9993845
PALT,Sell,0.5935542
FBIO,Sell,0.9999964
CODX,Sell,0.540215
PHUN,Sell,0.99801934
ECDA,Sell,0.9994661
TISI,Buy,0.9999969
QXO,Buy,0.9999994
DSWL,Buy,0.9999999
PMN,Buy,0.7897031
ECOR,Buy,0.9991041
AQMS,Buy,0.50701666
CRIS,Sell,0.9781902
IZEA,Buy,1.0
NSYS,Buy,1.0
ALGS,Buy,0.9984523
LSF,Buy,0.9999819
SDPI,Sell,0.83033484
MNDO,Sell,0.9951251
TOI,Sell,0.9458847
SNT,Sell,0.99994385
FTHM,Sell,0.917525
NTIP,Buy,0.9999939
INAB,Buy,0.9585207
MOGO,Sell,0.99211836
OCEA,Sell,0.7143759
STI,Buy,0.5811998
INKT,Sell,0.9996455
MLEC,Buy,1.0
GLBS,Buy,0.7773925
GRF,Buy,1.0
ACXP,Buy,0.9354949
TACT,Buy,1.0
MSAI,Buy,0.8454904
QMCO,Buy,0.9999074
SOND,Sell,0.99999595
NVNI,Buy,0.96186274
TLF,Buy,0.99999917
KNW,Buy,0.90281934
GROW,Buy,1.0
IGC,Buy,0.9988331
POCI,Buy,1.0
JRSH,Buy,1.0
CUBA,Buy,0.9999999
TURN,Buy,1.0
CUE,Sell,0.99838185
ZEPP,Buy,1.0
ACHL,Buy,0.9998667
NAII,Buy,1.0
SHFS,Buy,0.96206737
XLO,Sell,0.9994404
ASPS,Sell,0.97723365
ICCM,Buy,1.0
ISDR,Buy,1.0
CMLS,Buy,0.97889155
SGMA,Buy,0.9682903
HFBL,Buy,1.0
HOUR,Sell,0.99976104
PODC,Buy,0.99480915
CCM,Sell,0.845096
ICAD,Buy,0.9993855
KSCP,Sell,0.9988777
DRIO,Sell,0.99996674
BTCM,Sell,0.99901474
UNCY,Sell,0.59330964
CYTH,Buy,0.9981774
HYZN,Buy,0.99998796
XGN,Sell,0.999969
AAME,Buy,0.99296004
CXAI,Buy,0.99982053
CUTR,Sell,0.999099
PYN,Buy,1.0
CGA,Sell,0.9984855
QNCX,Buy,0.7393923
SOS,Sell,0.9995586
NUTX,Buy,0.9998129
BIG,Buy,0.8931278
AEHL,Sell,0.9937494
WYY,Sell,0.9999788
BMTX,Buy,0.99993837
RVP,Sell,0.96297944
WKHS,Sell,0.9994168
SNAL,Sell,0.79590404
OESX,Buy,0.9922984
JOB,Buy,0.9922999
ORGS,Sell,0.99986327
IMRX,Sell,0.99945456
UAMY,Buy,1.0
AP,Buy,0.99945515
ICCC,Buy,0.99737334
TPCS,Buy,0.99999917
NISN,Sell,0.81642246
NTWK,Buy,0.995514
VYNE,Buy,0.98224306
CIF,Buy,0.9999999
RVPH,Buy,0.9907548
LPCN,Buy,0.5226272
GAME,Buy,0.9999411
SQNS,Buy,0.9990859
FTEK,Sell,0.98210114
GANX,Buy,0.73211515
OPTT,Buy,0.9999428
EQ,Buy,0.9660357
CCLD,Buy,0.99997175
KALA,Buy,1.0
LGVN,Buy,0.999951
CLNN,Sell,0.9931884
APWC,Buy,0.7506621
STRM,Sell,0.5416492
GRRR,Sell,0.6097612
ICU,Sell,1.0
MDAI,Sell,0.9999865
MIGI,Sell,0.9998486
CVU,Buy,0.99827194
GP,Buy,0.9624809
WWR,Buy,0.99580175
LSTA,Sell,0.9983242
BCLI,Sell,0.999759
TRIB,Buy,0.99999595
EVGN,Buy,0.71035385
HYFM,Sell,0.5605782
GREE,Buy,0.98059595
FEDU,Buy,1.0
EVA,Sell,0.95109546
SRZN,Buy,0.7981432
BTM,Buy,0.99552673
INLX,Sell,0.8195992
LGL,Buy,1.0
ALCE,Sell,0.99782157
ENLV,Sell,0.9992945
FGF,Sell,0.9125594
VCIG,Sell,0.9806507
TCS,Sell,0.9988858
EVTV,Sell,0.9992144
PLUR,Buy,0.54918396
SDOT,Sell,0.9926063
BIAF,Sell,0.78089184
ACST,Buy,0.91444695
LL,Buy,0.83859926
BOLT,Buy,0.99999976
CVV,Buy,0.99995947
RAVE,Buy,0.96132725
SRFM,Buy,0.8126116
DARE,Sell,0.89719296
PTN,Sell,0.99999404
SABS,Buy,0.9999999
WHLM,Sell,0.99955875
RPID,Buy,0.82602227
GTIM,Buy,0.9954027
SLNA,Buy,0.9996669
APCX,Buy,0.99999905
WETH,Sell,0.9999403
SVT,Buy,1.0
AREN,Buy,0.9998264
USEG,Buy,0.9894573
UTSI,Buy,0.99853516
RNXT,Sell,0.9989421
KFFB,Buy,1.0
AXDX,Sell,0.99898475
CKX,Buy,1.0
PMNT,Sell,0.61430115
RNLX,Buy,0.7012791
CHR,Buy,0.9783447
ATIP,Buy,0.9999999
PSHG,Buy,0.9671176
LODE,Buy,0.9999995
ALTS,Buy,0.97747064
MXC,Buy,1.0
LOCL,Sell,0.7141416
BTCS,Buy,0.8196219
NRXP,Sell,0.9989593
ATER,Sell,0.99526054
CPSH,Buy,1.0
TRT,Buy,1.0
XAIR,Buy,0.93431365
DAIO,Buy,0.99758995
FPAY,Buy,0.5946512
HCWB,Buy,0.9999906
UBX,Buy,0.96581906
SMSI,Sell,0.9882245
NNVC,Sell,0.9999771
NOM,Buy,1.0
LDTC,Buy,0.9999627
BIOR,Sell,0.9310267
NMTC,Sell,0.7966473
VLD,Buy,0.9999987
FEMY,Sell,0.99997485
FSI,Sell,0.999335
COCP,Buy,0.82871085
LASE,Buy,0.99999976
MULN,Sell,0.99768794
VEV,Buy,0.999081
JFU,Buy,0.9551808
KORE,Sell,0.99999917
GBNY,Buy,1.0
SEED,Buy,0.7106649
NXPL,Buy,0.99832016
GDTC,Sell,0.99990046
ELBM,Buy,0.99387735
SLNH,Sell,0.99996245
USEA,Sell,0.9987884
SWAG,Sell,0.98280567
RCON,Sell,0.9898525
PXDT,Sell,0.53402376
AIM,Buy,0.9072886
GFAI,Sell,0.844166
APLM,Buy,0.9157608
INDO,Buy,0.64869785
NEPH,Sell,0.99402136
GTEC,Buy,0.5516797
SLGL,Buy,0.9553308
MEDS,Sell,0.9998318
DUOT,Buy,0.9999982
NERV,Sell,0.7612351
EKSO,Sell,0.9964121
IPA,Sell,0.755543
SPRB,Buy,0.97250426
BRN,Buy,1.0
IINN,Buy,0.99944013
KIRK,Buy,0.72981775
WKEY,Buy,0.94515765
VIRX,Buy,0.9999149
CEI,Buy,0.93406165
AACG,Sell,0.6973644
APRE,Buy,0.94886875
ANY,Buy,0.9943585
MOGU,Sell,0.9999956
OCC,Buy,0.96231127
LOBO,Sell,0.9999665
ICD,Buy,0.9999999
YHGJ,Sell,0.99149466
TXMD,Buy,0.96184456
ATHE,Buy,0.50733167
NYC,Buy,1.0
ITRM,Sell,0.91511273
GWAV,Buy,1.0
COSM,Buy,0.99952865
SIF,Sell,0.9943317
ONCT,Buy,0.99966156
FBRX,Sell,0.9998497
CPIX,Buy,0.98987424
VHC,Buy,0.99957997
ULY,Buy,0.8723147
AMS,Buy,0.99999976
APM,Buy,0.9393476
JAGX,Sell,0.99989414
CANF,Buy,0.9250646
OMIC,Sell,0.9999957
NRXS,Sell,0.9999888
WKSP,Buy,0.98590255
GIPR,Buy,0.9906358
VINC,Buy,0.67719823
EDUC,Sell,0.9999999
BTCY,Sell,0.9985461
BBGI,Buy,0.98711514
SYBX,Buy,0.9993098
MEIP,Buy,0.9991341
HOFV,Buy,0.99948007
GLYC,Buy,0.9999808
BIMI,Sell,0.99995434
UGRO,Buy,0.6757149
CARA,Buy,0.9997435
WVVI,Buy,1.0
VRAR,Sell,0.9927868
INDP,Sell,0.9994777
COHN,Buy,0.999874
VBIV,Buy,0.59087914
EQS,Buy,0.9999552
ZPTA,Buy,0.9999956
IBIO,Buy,0.983356
MCVT,Buy,0.94597805
HTOO,Sell,0.9816689
TAIT,Buy,1.0
GYRO,Buy,1.0
MMAT,Sell,0.51406264
XIN,Sell,0.999928
VNCE,Buy,0.99993026
OXBR,Buy,1.0
BHV,Buy,1.0
YQ,Sell,0.9956743
CWD,Buy,0.8976691
LAES,Sell,0.8971673
AEZS,Buy,1.0
DLPN,Buy,0.9792819
RGF,Buy,0.9347339
VRM,Buy,0.999979
LUXH,Buy,0.93858004
AYTU,Buy,0.80120987
MBOT,Buy,0.99989974
PMCB,Buy,1.0
CLRO,Buy,0.9536791
LYRA,Sell,0.98409504
SGLY,Sell,0.9930286
ICLK,Buy,1.0
AINC,Buy,1.0
HTCR,Sell,0.99999523
CMMB,Buy,0.9999999
PYPD,Buy,1.0
VISL,Sell,0.99997985
BOSC,Buy,0.9999995
SONM,Buy,1.0
KZIA,Sell,0.61113286
EVAX,Sell,0.9837234
SNSE,Sell,0.9995826
MI,Buy,0.9993542
JG,Sell,0.9747117
IHT,Sell,0.99923694
TLIS,Buy,1.0
XELB,Buy,0.9999542
XELA,Buy,0.9999999
JCTCF,Buy,0.9999354
FRSX,Buy,0.99306124
UMAC,Sell,0.9999938
GLTO,Sell,0.6144066
MTR,Buy,0.9999999
IMRN,Buy,0.9999527
JVA,Sell,0.9999826
TLPH,Buy,0.9461154
STRR,Buy,1.0
CVR,Buy,1.0
TOMZ,Buy,0.7574369
AUST,Sell,0.99986374
GRFX,Buy,1.0
NCRA,Sell,0.99994004
PPBT,Sell,0.9997507
CNTG,Buy,0.99999785
ANTE,Sell,0.9999367
KTRA,Buy,0.9999994
SBEV,Buy,0.8285449
DDC,Sell,0.99976546
ASTC,Buy,0.9999999
GIGM,Buy,0.99995005
LITM,Buy,0.9998338
CTNT,Sell,0.9998661
EDSA,Sell,0.99999833
FLGC,Sell,0.9997358
SANW,Buy,0.9643382
BCTX,Buy,0.99911827
ARBB,Buy,0.63605237
NRSN,Sell,0.9986308
PMD,Buy,0.9999881
HNRA,Sell,0.99999714
YJ,Buy,0.9999654
ELSE,Buy,1.0
CNVS,Buy,0.9682952
REBN,Buy,0.99847883
AKTS,Sell,0.92029494
HUSA,Buy,0.99979097
RMCF,Buy,0.9999995
XTLB,Sell,0.99579066
CONN,Sell,0.99777275
SPI,Buy,0.9981462
MTEX,Buy,1.0
ALPP,Sell,0.6468587
MDRR,Buy,1.0
AVTX,Sell,0.9990879
AHI,Sell,1.0
NXGL,Buy,0.9999361
GLBZ,Buy,1.0
VRME,Buy,0.93516827
GOVX,Buy,0.99620736
SSKN,Buy,0.99971396
NCI,Sell,0.999984
IMNN,Sell,0.9782947
MNPR,Sell,0.9352025
OMH,Buy,0.99968505
RCG,Buy,0.9999945
PEGY,Sell,0.99611217
GHSI,Buy,1.0
LUMO,Buy,0.9996469
PLAG,Buy,1.0
VCNX,Sell,0.8855311
ISPO,Buy,1.0
MBIO,Sell,0.9083766
WISA,Buy,1.0
RVSN,Sell,0.9503093
CHEK,Sell,0.64707386
KPRX,Sell,0.9998319
DTSS,Sell,0.99934465
TVC,Buy,1.0
SOGP,Sell,0.94917154
LIQT,Buy,0.99999976
GURE,Buy,0.9999206
AIRI,Sell,0.99991345
CDIO,Buy,1.0
RDHL,Buy,0.99964917
LPTV,Buy,0.50334615
TWOU,Sell,0.9998492
TVE,Buy,1.0
CREV,Sell,0.501004
OTRK,Sell,0.97660804
ADN,Sell,0.99932706
CLWT,Sell,0.99953544
VERB,Buy,1.0
RVYL,Sell,0.99976283
KRKR,Sell,0.97443753
PIXY,Buy,0.9999913
EEIQ,Buy,0.9687344
LKCO,Buy,0.9999999
TRAW,Buy,1.0
MIRA,Sell,0.99635375
CTM,Buy,0.99808395
ERNA,Sell,0.8461562
SIDU,Sell,0.97260714
CLDI,Sell,1.0
TCTM,Sell,0.9999145
IKT,Sell,0.9997286
AMPG,Sell,0.9208461
AEI,Buy,0.9810682
BRTX,Buy,0.9959312
LIDR,Sell,0.99956137
DSS,Buy,0.9999999
DOMH,Sell,0.9999913
SNTI,Buy,0.5122771
APTO,Buy,0.94181037
MSN,Buy,1.0
DXYN,Sell,0.99956053
CJJD,Sell,0.9739159
BLIN,Buy,0.7578344
PRST,Sell,0.6691099
BNOX,Sell,0.9794915
LMFA,Sell,0.99999976
MBRX,Sell,0.5736636
VLCN,Sell,0.99999714
LEDS,Buy,0.97925305
CRKN,Sell,0.99999595
WBUY,Buy,0.9989967
PIRS,Buy,0.9999999
GVP,Sell,0.99989617
ABVC,Buy,0.99950254
AULT,Sell,0.9174451
ADD,Buy,0.56410724
CNFR,Sell,0.999721
SPEC,Buy,0.6235241
EMKR,Sell,0.99934655
PAVM,Sell,0.9991603
PSTV,Buy,0.9999138
FGI,Buy,0.83546764
TNXP,Sell,0.9962418
MINM,Sell,0.9999943
KITT,Sell,0.9989644
MNTS,Sell,0.98042655
EZFL,Buy,0.99999106
NLSP,Sell,0.99133974
ASTI,Buy,0.99998724
VVPR,Sell,0.9999858
HIHO,Buy,1.0
SILO,Sell,0.99894065
FTFT,Buy,0.86605805
LTRY,Sell,0.99955255
MTEM,Sell,0.9028645
XTIA,Sell,0.9999727
SQFT,Sell,0.9688119
ONVO,Buy,0.9858291
VVOS,Sell,0.746328
SYRA,Sell,0.98996687
SCKT,Buy,0.9999957
BLBX,Sell,0.9992705
BON,Sell,0.9993462
GRNQ,Sell,0.99990106
AWX,Buy,0.6179736
CYN,Sell,1.0
ICCT,Sell,0.9985629
SPGC,Sell,0.99946064
SNAX,Sell,0.9994387
UPXI,Sell,0.9870069
POLA,Buy,0.99537176
KA,Buy,0.75142527
MYNZ,Buy,0.9999999
CARV,Buy,0.9995747
ENG,Sell,0.9999964
XWEL,Sell,0.99796295
GBR,Buy,0.9787214
IVDA,Sell,0.9952394
CREG,Buy,0.97297907
MSGM,Sell,0.972058
LUCY,Sell,0.9999894
PRPO,Buy,0.9999958
LDWY,Buy,0.9999999
MARPS,Buy,1.0
ARTW,Buy,0.9633862
PULM,Sell,0.9999604
BDRX,Buy,0.9927515
VWE,Buy,0.9998388
NURO,Buy,0.9995369
EFOI,Sell,0.92459244
TPHS,Buy,0.9887842
CHNR,Buy,0.9425987
CYCN,Sell,0.99810153
CISO,Sell,0.8610923
NTBL,Sell,0.8025203
SLE,Sell,0.99010676
SBFM,Sell,0.99978536
INTZ,Sell,0.9930092
VIRI,Sell,0.999814
XXII,Sell,0.8048175
CVKD,Sell,0.9496643
PAVS,Buy,0.99998426
NCNA,Sell,0.98624486
MIND,Buy,0.9998574
XPON,Buy,0.9997812
CHRO,Sell,0.99718565
RCRT,Sell,0.99972755
TCRT,Sell,0.5958353
TBIO,Sell,0.99999976
HUGE,Buy,0.9998567
TENX,Buy,0.8560431
AMST,Sell,0.95454097
FRES,Sell,0.9999907
AQB,Sell,0.90025985
RNAZ,Sell,0.999514
AUMN,Sell,0.94008774
AIMD,Sell,0.99900025
XBIO,Sell,0.99913317
SNOA,Buy,0.9860306
WATT,Sell,0.99945706
CMAX,Sell,0.99999845
BOXL,Buy,0.98674417
KTTA,Buy,1.0
DGLY,Buy,0.9999994
PIK,Sell,0.99999964
ENSV,Sell,0.99838686
IPDN,Sell,0.54583
GTBP,Sell,0.99989605
ICON,Sell,1.0
SNGX,Sell,0.6825175
HEPA,Buy,0.9999591
PAPL,Sell,0.98167634
TFFP,Sell,0.9999864
OGEN,Sell,0.9992101
SSY,Buy,0.9999999
VMAR,Buy,0.988638
MOB,Buy,0.8841782
MICS,Sell,0.9999491
CTHR,Buy,0.999977
CNET,Sell,0.8167793
FRZA,Buy,0.9935016
BMRA,Buy,0.999943
AEMD,Buy,0.55102897
OCG,Buy,0.68945545
LIXT,Sell,0.999603
NDRA,Buy,0.9998265
TTNP,Buy,0.9826666
VINO,Sell,0.9999881
KAVL,Sell,0.99880147
BFI,Sell,0.5474587
SNPX,Sell,0.99886465
BCDA,Sell,0.99966466
SGD,Buy,0.5194066
BFRI,Sell,0.9981736
BTCT,Buy,0.89014566
AREB,Sell,0.9495701
LFLY,Sell,0.9998734
ONFO,Buy,0.9763367
SXTP,Buy,0.58403057
OLB,Sell,0.99595636
CELZ,Buy,1.0
XRTX,Sell,0.99979585
IMCC,Buy,0.999458
ONCO,Buy,0.99974185
RSLS,Sell,0.6301547
INBS,Buy,0.9999187
QH,Buy,0.9923679
UAVS,Buy,0.909974
NXU,Buy,0.9180656
HOTH,Buy,1.0
OBLG,Buy,0.9983706
VEEE,Sell,0.9347076
TOVX,Buy,0.9163532
WHLR,Buy,0.9999995
AGRI,Buy,0.98837924
FORD,Buy,0.99986756
POAI,Buy,0.9170705
PCSA,Sell,0.99980694
AYRO,Buy,0.9721515
SONN,Buy,0.69942236
NTRP,Sell,0.9782703
VRPX,Sell,0.7465116
TRVN,Sell,0.907252
SOBR,Buy,0.7385116
ALLR,Buy,0.98655057
ADIL,Buy,0.5132054
AGFY,Sell,0.99782276
ARTL,Buy,0.9997632
STSS,Buy,0.99900925
EVOK,Buy,0.9967874
KWE,Buy,0.99210477
TCBP,Sell,0.9998124
RKDA,Buy,0.9666635
JTAI,Sell,0.6960407
EDBL,Buy,1.0
WAVD,Sell,0.99997354
DXF,Buy,0.86837405
GNPX,Sell,0.9997422
VS,Buy,0.8993796
EZGO,Buy,0.9999964
IDAI,Buy,0.70036465
PRSO,Sell,0.9753435
LQR,Sell,0.98459285
TBLT,Sell,0.9999341
BNZI,Buy,0.9990478
OPGN,Sell,0.9999628
NVVE,Sell,0.99603504
CPHI,Buy,0.9999999
FRGT,Buy,0.8607419
PALI,Buy,1.0
ENVB,Buy,0.999969
ISPC,Buy,0.97206813
VERO,Sell,0.8259756
BPTH,Sell,0.99997926
SINT,Buy,1.0
GROM,Buy,0.9924384
AMBO,Buy,0.9175008
APDN,Sell,0.9970234
PW,Sell,0.99906975
SCNI,Buy,0.99377394
CETX,Buy,0.99972314
RELI,Sell,0.9999999
PRTG,Sell,0.989238
NCPL,Buy,0.9999999
LIPO,Buy,0.5294789
AUUD,Sell,0.60326415
XYLO,Buy,0.99983644
UUU,Buy,0.7405661
PTIX,Buy,0.70957506
AVGR,Buy,0.99999917
ENSC,Buy,0.9654207
BJDX,Sell,0.76915455
BTTR,Sell,0.71127963
TC,Sell,0.99999297
CYTO,Sell,0.99201596
GENE,Sell,0.9853973
ZVSA,Sell,0.99864274
SOPA,Sell,0.9999721
ATXI,Sell,0.9979097
ADTX,Sell,0.7382026
QLGN,Buy,0.9132204
CNSP,Sell,0.9999907
MYSZ,Sell,0.99999964
DUO,Sell,0.9994752
CING,Sell,0.7592105
ALZN,Buy,0.99999774
SGBX,Sell,1.0
INVO,Buy,0.8221774
ENTO,Sell,0.99960905
TAOP,Sell,0.76028264
BKYI,Sell,0.71914303
THAR,Sell,0.99033594
SNES,Buy,0.8188092
PTPI,Buy,0.73345184
HCTI,Sell,0.9200899
REVB,Sell,0.99947435
VRAX,Sell,0.98298335
NUZE,Sell,0.9288735
NBY,Sell,0.99940217
QNRX,Buy,0.98700386
XCUR,Sell,0.99722254
HSDT,Buy,0.9738435
VTAK,Sell,1.0
YCBD,Buy,0.58580726
TNON,Sell,0.75225514
CYCC,Buy,0.9291556
HSCS,Sell,0.9993425
ACON,Buy,0.8283346
INM,Sell,0.7013582
BSFC,Sell,0.98344004
NAOV,Sell,0.740884
TGL,Buy,0.9725543
TIVC,Buy,0.612382
IONM,Sell,1.0
WINT,Sell,0.9999819
PHIO,Sell,0.96718675
SBET,Sell,0.999892
ATNF,Sell,0.95390487
NUWE,Sell,0.9997731
GLMD,Buy,0.95619
BACK,Buy,0.95410496
STAF,Sell,0.99902034
AZTR,Sell,0.99997306
BQ,Buy,0.6544628
PRFX,Buy,0.8518774
NITO,Sell,0.9980405
GNLN,Buy,1.0
EAST,Sell,0.9879161
SEEL,Sell,0.99783945
LGMK,Buy,0.65567946
BBLG,Sell,0.9999858
DRMA,Sell,0.9999671
SLRX,Sell,0.9989581
GRI,Sell,0.9998185
TRNR,Sell,0.9999999
SING,Buy,0.7124524
SYTA,Sell,0.7441078
SMFL,Sell,0.99999917
